date_time,uvIndex,sunrise,sunset,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,city
2012-07-01 00:00:00,3,07:24 AM,05:16 PM,28,93,0.0,1016,4,10,311,9,Darlington+New+South+Wales+Australia
2012-07-01 01:00:00,3,07:24 AM,05:16 PM,21,94,0.0,1016,4,7,309,9,Darlington+New+South+Wales+Australia
2012-07-01 02:00:00,3,07:24 AM,05:16 PM,15,94,0.0,1016,4,5,307,9,Darlington+New+South+Wales+Australia
2012-07-01 03:00:00,3,07:24 AM,05:16 PM,8,95,0.0,1016,4,2,305,8,Darlington+New+South+Wales+Australia
2012-07-01 04:00:00,3,07:24 AM,05:16 PM,12,95,0.0,1016,3,2,305,9,Darlington+New+South+Wales+Australia
2012-07-01 05:00:00,3,07:24 AM,05:16 PM,15,96,0.0,1017,3,2,305,9,Darlington+New+South+Wales+Australia
2012-07-01 06:00:00,3,07:24 AM,05:16 PM,19,96,0.0,1017,3,2,305,10,Darlington+New+South+Wales+Australia
2012-07-01 07:00:00,3,07:24 AM,05:16 PM,17,91,0.0,1017,4,5,301,11,Darlington+New+South+Wales+Australia
2012-07-01 08:00:00,3,07:24 AM,05:16 PM,16,85,0.0,1017,6,7,297,13,Darlington+New+South+Wales+Australia
2012-07-01 09:00:00,3,07:24 AM,05:16 PM,15,80,0.0,1018,8,10,294,14,Darlington+New+South+Wales+Australia
2012-07-01 10:00:00,3,07:24 AM,05:16 PM,39,74,0.0,1017,9,10,291,16,Darlington+New+South+Wales+Australia
2012-07-01 11:00:00,3,07:24 AM,05:16 PM,64,69,0.0,1017,10,10,287,18,Darlington+New+South+Wales+Australia
2012-07-01 12:00:00,3,07:24 AM,05:16 PM,88,63,0.0,1016,11,10,284,20,Darlington+New+South+Wales+Australia
2012-07-01 13:00:00,3,07:24 AM,05:16 PM,92,71,0.0,1016,10,10,284,18,Darlington+New+South+Wales+Australia
2012-07-01 14:00:00,3,07:24 AM,05:16 PM,96,79,0.4,1017,9,9,283,15,Darlington+New+South+Wales+Australia
2012-07-01 15:00:00,3,07:24 AM,05:16 PM,100,87,0.5,1017,8,9,283,13,Darlington+New+South+Wales+Australia
2012-07-01 16:00:00,3,07:24 AM,05:16 PM,98,90,0.3,1017,8,9,281,14,Darlington+New+South+Wales+Australia
2012-07-01 17:00:00,3,07:24 AM,05:16 PM,96,94,0.6,1018,7,9,279,15,Darlington+New+South+Wales+Australia
2012-07-01 18:00:00,3,07:24 AM,05:16 PM,95,97,0.8,1018,7,9,277,16,Darlington+New+South+Wales+Australia
