date_time,uvIndex,sunrise,sunset,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,city
2012-07-01 00:00:00,4,06:59 AM,04:59 PM,52,80,0.0,1015,11,10,265,9,Cedar+Brush+Creek+New+South+Wales+Australia
2012-07-01 01:00:00,4,06:59 AM,04:59 PM,45,80,0.0,1015,10,10,274,8,Cedar+Brush+Creek+New+South+Wales+Australia
2012-07-01 02:00:00,4,06:59 AM,04:59 PM,38,81,0.0,1015,10,10,284,7,Cedar+Brush+Creek+New+South+Wales+Australia
2012-07-01 03:00:00,4,06:59 AM,04:59 PM,31,81,0.0,1015,10,10,294,6,Cedar+Brush+Creek+New+South+Wales+Australia
2012-07-01 04:00:00,4,06:59 AM,04:59 PM,28,82,0.0,1015,10,10,291,8,Cedar+Brush+Creek+New+South+Wales+Australia
2012-07-01 05:00:00,4,06:59 AM,04:59 PM,26,83,0.0,1015,10,10,287,9,Cedar+Brush+Creek+New+South+Wales+Australia
2012-07-01 06:00:00,4,06:59 AM,04:59 PM,23,84,0.0,1016,9,10,283,10,Cedar+Brush+Creek+New+South+Wales+Australia
2012-07-01 07:00:00,4,06:59 AM,04:59 PM,20,76,0.0,1016,10,10,285,11,Cedar+Brush+Creek+New+South+Wales+Australia
2012-07-01 08:00:00,4,06:59 AM,04:59 PM,17,68,0.0,1016,11,10,286,12,Cedar+Brush+Creek+New+South+Wales+Australia
2012-07-01 09:00:00,4,06:59 AM,04:59 PM,14,60,0.0,1016,13,10,288,13,Cedar+Brush+Creek+New+South+Wales+Australia
2012-07-01 10:00:00,4,06:59 AM,04:59 PM,29,56,0.0,1015,13,10,286,14,Cedar+Brush+Creek+New+South+Wales+Australia
2012-07-01 11:00:00,4,06:59 AM,04:59 PM,44,51,0.0,1014,14,10,284,15,Cedar+Brush+Creek+New+South+Wales+Australia
2012-07-01 12:00:00,4,06:59 AM,04:59 PM,59,47,0.0,1014,15,10,282,16,Cedar+Brush+Creek+New+South+Wales+Australia
