date_time,uvIndex,sunrise,sunset,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,city
2012-07-01 00:00:00,1,07:17 AM,05:01 PM,40,97,0.0,1014,1,10,303,8,Oxford+Falls+New+South+Wales+Australia
2012-07-01 01:00:00,1,07:17 AM,05:01 PM,60,97,0.0,1014,1,7,302,8,Oxford+Falls+New+South+Wales+Australia
2012-07-01 02:00:00,1,07:17 AM,05:01 PM,80,97,0.0,1014,0,3,301,7,Oxford+Falls+New+South+Wales+Australia
2012-07-01 03:00:00,1,07:17 AM,05:01 PM,100,97,0.0,1014,0,0,301,7,Oxford+Falls+New+South+Wales+Australia
2012-07-01 04:00:00,1,07:17 AM,05:01 PM,83,97,0.0,1014,-0,0,295,8,Oxford+Falls+New+South+Wales+Australia
2012-07-01 05:00:00,1,07:17 AM,05:01 PM,66,97,0.0,1014,-0,0,290,8,Oxford+Falls+New+South+Wales+Australia
2012-07-01 06:00:00,1,07:17 AM,05:01 PM,49,98,0.0,1014,-1,0,284,9,Oxford+Falls+New+South+Wales+Australia
2012-07-01 07:00:00,1,07:17 AM,05:01 PM,36,88,0.0,1014,1,3,282,9,Oxford+Falls+New+South+Wales+Australia
2012-07-01 08:00:00,1,07:17 AM,05:01 PM,24,79,0.0,1014,2,7,279,9,Oxford+Falls+New+South+Wales+Australia
2012-07-01 09:00:00,1,07:17 AM,05:01 PM,12,70,0.0,1014,4,10,276,10,Oxford+Falls+New+South+Wales+Australia
2012-07-01 10:00:00,1,07:17 AM,05:01 PM,18,63,0.0,1014,5,10,277,11,Oxford+Falls+New+South+Wales+Australia
2012-07-01 11:00:00,1,07:17 AM,05:01 PM,24,56,0.0,1013,6,10,277,12,Oxford+Falls+New+South+Wales+Australia
2012-07-01 12:00:00,1,07:17 AM,05:01 PM,29,49,0.0,1013,7,10,278,14,Oxford+Falls+New+South+Wales+Australia
2012-07-01 13:00:00,1,07:17 AM,05:01 PM,24,52,0.0,1013,6,10,282,11,Oxford+Falls+New+South+Wales+Australia
2012-07-01 14:00:00,1,07:17 AM,05:01 PM,19,55,0.0,1013,5,10,285,9,Oxford+Falls+New+South+Wales+Australia
2012-07-01 15:00:00,1,07:17 AM,05:01 PM,14,58,0.0,1013,4,10,289,6,Oxford+Falls+New+South+Wales+Australia
2012-07-01 16:00:00,1,07:17 AM,05:01 PM,13,69,0.0,1013,3,10,288,7,Oxford+Falls+New+South+Wales+Australia
2012-07-01 17:00:00,1,07:17 AM,05:01 PM,12,80,0.0,1014,1,10,287,8,Oxford+Falls+New+South+Wales+Australia
2012-07-01 18:00:00,1,07:17 AM,05:01 PM,11,91,0.0,1015,-1,10,286,8,Oxford+Falls+New+South+Wales+Australia
2012-07-01 19:00:00,1,07:17 AM,05:01 PM,20,93,0.0,1014,-1,7,293,8,Oxford+Falls+New+South+Wales+Australia
2012-07-01 20:00:00,1,07:17 AM,05:01 PM,29,95,0.0,1014,-1,5,299,7,Oxford+Falls+New+South+Wales+Australia
2012-07-01 21:00:00,1,07:17 AM,05:01 PM,38,97,0.0,1014,-2,2,306,6,Oxford+Falls+New+South+Wales+Australia
2012-07-01 22:00:00,1,07:17 AM,05:01 PM,38,97,0.0,1015,-2,2,293,7,Oxford+Falls+New+South+Wales+Australia
2012-07-01 23:00:00,1,07:17 AM,05:01 PM,39,97,0.0,1015,-2,2,280,7,Oxford+Falls+New+South+Wales+Australia
2012-07-02 00:00:00,1,07:16 AM,05:01 PM,39,97,0.0,1015,-2,2,267,8,Oxford+Falls+New+South+Wales+Australia
2012-07-02 01:00:00,1,07:16 AM,05:01 PM,45,97,0.0,1015,-2,1,265,8,Oxford+Falls+New+South+Wales+Australia
2012-07-02 02:00:00,1,07:16 AM,05:01 PM,51,97,0.0,1015,-2,1,264,9,Oxford+Falls+New+South+Wales+Australia
2012-07-02 03:00:00,1,07:16 AM,05:01 PM,57,97,0.0,1015,-2,0,262,9,Oxford+Falls+New+South+Wales+Australia
2012-07-02 04:00:00,1,07:16 AM,05:01 PM,56,97,0.0,1016,-1,1,261,10,Oxford+Falls+New+South+Wales+Australia
2012-07-02 05:00:00,1,07:16 AM,05:01 PM,56,97,0.0,1016,-1,1,261,10,Oxford+Falls+New+South+Wales+Australia
2012-07-02 06:00:00,1,07:16 AM,05:01 PM,55,97,0.0,1016,-1,2,261,10,Oxford+Falls+New+South+Wales+Australia
2012-07-02 07:00:00,1,07:16 AM,05:01 PM,40,87,0.0,1016,1,5,253,12,Oxford+Falls+New+South+Wales+Australia
2012-07-02 08:00:00,1,07:16 AM,05:01 PM,25,76,0.0,1017,3,7,246,13,Oxford+Falls+New+South+Wales+Australia
2012-07-02 09:00:00,1,07:16 AM,05:01 PM,10,66,0.0,1017,5,10,239,15,Oxford+Falls+New+South+Wales+Australia
2012-07-02 10:00:00,1,07:16 AM,05:01 PM,17,63,0.0,1016,5,10,236,15,Oxford+Falls+New+South+Wales+Australia
2012-07-02 11:00:00,1,07:16 AM,05:01 PM,24,59,0.0,1016,6,10,233,16,Oxford+Falls+New+South+Wales+Australia
2012-07-02 12:00:00,1,07:16 AM,05:01 PM,30,56,0.0,1016,7,10,230,17,Oxford+Falls+New+South+Wales+Australia
2012-07-02 13:00:00,1,07:16 AM,05:01 PM,26,58,0.0,1016,6,10,233,15,Oxford+Falls+New+South+Wales+Australia
2012-07-02 14:00:00,1,07:16 AM,05:01 PM,22,60,0.0,1017,6,10,236,13,Oxford+Falls+New+South+Wales+Australia
2012-07-02 15:00:00,1,07:16 AM,05:01 PM,18,63,0.0,1017,5,10,238,11,Oxford+Falls+New+South+Wales+Australia
2012-07-02 16:00:00,1,07:16 AM,05:01 PM,16,71,0.0,1018,4,10,244,11,Oxford+Falls+New+South+Wales+Australia
2012-07-02 17:00:00,1,07:16 AM,05:01 PM,13,79,0.0,1019,2,10,249,11,Oxford+Falls+New+South+Wales+Australia
2012-07-02 18:00:00,1,07:16 AM,05:01 PM,11,87,0.0,1020,0,10,255,11,Oxford+Falls+New+South+Wales+Australia
2012-07-02 19:00:00,1,07:16 AM,05:01 PM,15,89,0.0,1020,0,10,249,10,Oxford+Falls+New+South+Wales+Australia
2012-07-02 20:00:00,1,07:16 AM,05:01 PM,19,90,0.0,1020,1,10,242,10,Oxford+Falls+New+South+Wales+Australia
2012-07-02 21:00:00,1,07:16 AM,05:01 PM,23,92,0.0,1020,1,10,236,9,Oxford+Falls+New+South+Wales+Australia
2012-07-02 22:00:00,1,07:16 AM,05:01 PM,49,94,0.0,1020,1,7,241,10,Oxford+Falls+New+South+Wales+Australia
2012-07-02 23:00:00,1,07:16 AM,05:01 PM,74,95,0.0,1021,1,3,246,10,Oxford+Falls+New+South+Wales+Australia
2012-07-03 00:00:00,1,07:16 AM,05:02 PM,100,97,0.0,1021,1,0,250,11,Oxford+Falls+New+South+Wales+Australia
2012-07-03 01:00:00,1,07:16 AM,05:02 PM,86,97,0.0,1021,0,0,251,11,Oxford+Falls+New+South+Wales+Australia
2012-07-03 02:00:00,1,07:16 AM,05:02 PM,71,97,0.0,1021,0,0,252,10,Oxford+Falls+New+South+Wales+Australia
2012-07-03 03:00:00,1,07:16 AM,05:02 PM,57,98,0.0,1021,-0,0,253,9,Oxford+Falls+New+South+Wales+Australia
2012-07-03 04:00:00,1,07:16 AM,05:02 PM,71,98,0.0,1021,0,0,250,10,Oxford+Falls+New+South+Wales+Australia
2012-07-03 05:00:00,1,07:16 AM,05:02 PM,86,98,0.0,1021,0,0,248,11,Oxford+Falls+New+South+Wales+Australia
2012-07-03 06:00:00,1,07:16 AM,05:02 PM,100,98,0.0,1021,0,0,245,12,Oxford+Falls+New+South+Wales+Australia
2012-07-03 07:00:00,1,07:16 AM,05:02 PM,70,87,0.0,1021,2,3,233,15,Oxford+Falls+New+South+Wales+Australia
2012-07-03 08:00:00,1,07:16 AM,05:02 PM,40,77,0.0,1021,4,7,221,18,Oxford+Falls+New+South+Wales+Australia
2012-07-03 09:00:00,1,07:16 AM,05:02 PM,10,66,0.0,1021,5,10,209,22,Oxford+Falls+New+South+Wales+Australia
2012-07-03 10:00:00,1,07:16 AM,05:02 PM,16,62,0.0,1021,6,10,213,20,Oxford+Falls+New+South+Wales+Australia
2012-07-03 11:00:00,1,07:16 AM,05:02 PM,22,59,0.0,1020,6,10,217,19,Oxford+Falls+New+South+Wales+Australia
2012-07-03 12:00:00,1,07:16 AM,05:02 PM,28,55,0.0,1020,6,10,221,18,Oxford+Falls+New+South+Wales+Australia
2012-07-03 13:00:00,1,07:16 AM,05:02 PM,24,58,0.0,1020,6,10,222,15,Oxford+Falls+New+South+Wales+Australia
2012-07-03 14:00:00,1,07:16 AM,05:02 PM,20,60,0.0,1020,5,10,223,13,Oxford+Falls+New+South+Wales+Australia
2012-07-03 15:00:00,1,07:16 AM,05:02 PM,16,63,0.0,1020,5,10,225,11,Oxford+Falls+New+South+Wales+Australia
2012-07-03 16:00:00,1,07:16 AM,05:02 PM,12,71,0.0,1021,3,10,231,10,Oxford+Falls+New+South+Wales+Australia
2012-07-03 17:00:00,1,07:16 AM,05:02 PM,8,79,0.0,1022,1,10,237,10,Oxford+Falls+New+South+Wales+Australia
